procurement_id,procurement_date,day_of_week,is_sunday_procurement,school_id,vendor_name,vendor_group,food_category,raw_grain_type,quantity_kg,total_cost_inr,cost_per_kg,payment_status
MDM006921,2025-04-26,Saturday,0,SCH0083,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,49.7,5964.0,120.0,
MDM005699,2025-04-26,Saturday,0,SCH0124,Goyal Rice Mill,Goyal Group,Mustard Oil,Oil,39.4,4728.0,120.0,PAID
MDM008355,2025-04-26,Saturday,0,SCH0151,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,18.0,2160.0,120.0,
MDM003194,2025-04-26,Saturday,0,SCH0183,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,31.6,2844.0,90.0,PAID
MDM011281,2025-04-26,Saturday,0,SCH0185,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,39.1,3519.0,90.0,
MDM005600,2025-04-26,Saturday,0,SCH0232,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,20.5,2460.0,120.0,PENDING
MDM000184,2025-04-26,Saturday,0,SCH0235,Kumar & Co.,Kumar Group,Mustard Oil,Sarson Tel,,1812.0,,PAID
MDM003944,2025-04-26,Saturday,0,SCH0237,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,50.3,6036.0,120.0,PAID
MDM003316,2025-04-26,Saturday,0,SCH0240,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,34.3,4116.0,120.0,PAID
MDM011322,2025-04-26,Saturday,0,SCH0261,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,19.1,1719.0,90.0,PENDING
MDM008733,2025-04-26,Saturday,0,SCH0270,Kumar & Co.,Kumar Group,Rice,RICE,,,,PAID
MDM010796,2025-04-26,Saturday,0,SCH0273,Singh Agro,Singh Group,Wheat,Wheat,,1521.0,,DUE
MDM005142,2025-04-26,Saturday,0,SCH0276,Goyal Rice Mill,Goyal Group,Rice,chawal,29.0,1160.0,40.0,DUE
MDM001781,2025-04-26,Saturday,0,SCH0302,Kumar & Co.,Kumar Group,Mustard Oil,Oil,36.3,4356.0,120.0,PAID
MDM004711,2025-04-26,Saturday,0,SCH0306,Goyal Rice Mill,Goyal Group,Wheat,Atta,42.5,1275.0,30.0,PAID
MDM005984,2025-04-26,Saturday,0,SCH0317,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Cooking Oil,,1932.0,,
MDM007229,2025-04-26,Saturday,0,SCH0327,Kumar General Store,Kumar Group,Mustard Oil,Sarson Tel,10.0,1200.0,120.0,PENDING
MDM006439,2025-04-26,Saturday,0,SCH0329,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,32.8,3936.0,120.0,PAID
MDM000070,2025-04-26,Saturday,0,SCH0339,Singh Agro,Singh Group,Pulses / Dal,Pulses,,5202.0,,PAID
MDM007618,2025-04-26,Saturday,0,SCH0345,Kumar & Co.,Kumar Group,Rice,chawal,,548.0,,PAID
MDM009987,2025-04-26,Saturday,0,SCH0386,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Daal,27.1,2439.0,90.0,PENDING
MDM008804,2025-04-26,Saturday,0,SCH0423,Singh Brothers,Singh Group,Pulses / Dal,dal,10.2,,,
MDM003286,2025-04-26,Saturday,0,SCH0501,Sharma & Sons,Sharma Group,Wheat,Wheat,26.9,807.0,30.0,PAID
MDM000376,2025-04-26,Saturday,0,SCH0501,Kumar Supplies,Kumar Supplies Group,Wheat,WHEAT,53.7,1611.0,30.0,PAID
MDM000093,2025-04-26,Saturday,0,SCH0510,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,38.7,3483.0,90.0,DUE
MDM004293,2025-04-26,Saturday,0,SCH0528,Singh Agro,Singh Group,Wheat,WHEAT,47.6,1428.0,30.0,PAID
MDM004366,2025-04-26,Saturday,0,SCH0529,Kumar & Co.,Kumar Group,Pulses / Dal,dal,36.8,3312.0,90.0,PENDING
MDM010702,2025-04-26,Saturday,0,SCH0543,Sharma Traders,Sharma Group,Wheat,Gehun,46.0,1380.0,30.0,DUE
MDM001569,2025-04-26,Saturday,0,SCH0550,Goyal Enterprises,Goyal Group,Pulses / Dal,dal,47.3,4257.0,90.0,PAID
MDM009087,2025-04-26,Saturday,0,SCH0560,Goyal Enterprises,Goyal Group,Rice,RICE,25.2,1008.0,40.0,PAID
MDM011912,2025-04-26,Saturday,0,SCH0561,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,49.6,4464.0,90.0,PAID
MDM005355,2025-04-26,Saturday,0,SCH0593,Singh Brothers,Singh Group,Wheat,Gehun,55.1,1653.0,30.0,PAID
MDM009413,2025-04-26,Saturday,0,SCH0598,Goyal Enterprises,Goyal Group,Pulses / Dal,Daal,13.7,1233.0,90.0,
MDM007266,2025-04-27,Sunday,1,SCH0001,Singh Agro,Singh Group,Rice,Chawal,26.9,1076.0,40.0,PAID
MDM002403,2025-04-27,Sunday,1,SCH0134,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,21.2,2544.0,120.0,DUE
MDM002486,2025-04-27,Sunday,1,SCH0153,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,41.9,5028.0,120.0,PAID
MDM000647,2025-04-27,Sunday,1,SCH0157,Singh Brothers,Singh Group,Mustard Oil,Sarson Tel,27.7,3324.0,120.0,PAID
MDM003735,2025-04-27,Sunday,1,SCH0158,Singh Brothers,Singh Group,Rice,Rice,,2220.0,,PENDING
MDM004198,2025-04-27,Sunday,1,SCH0158,Goyal Rice Mill,Goyal Group,Wheat,gehun,,639.0,,PAID
MDM003553,2025-04-27,Sunday,1,SCH0171,Singh Brothers,Singh Group,Rice,Rice,24.3,972.0,40.0,
MDM011098,2025-04-27,Sunday,1,SCH0176,Sharma Traders,Sharma Group,Wheat,Wheat,41.6,,,PAID
MDM002870,2025-04-27,Sunday,1,SCH0190,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Cooking Oil,18.6,2232.0,120.0,PAID
MDM007592,2025-04-27,Sunday,1,SCH0226,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,31.3,3756.0,120.0,PAID
MDM010126,2025-04-27,Sunday,1,SCH0226,Singh Agro,Singh Group,Rice,chawal,12.7,508.0,40.0,DUE
MDM002831,2025-04-27,Sunday,1,SCH0247,Sharma Traders,Sharma Group,Rice,chawal,57.5,2300.0,40.0,
MDM011567,2025-04-27,Sunday,1,SCH0251,Singh Agro,Singh Group,Wheat,WHEAT,23.7,711.0,30.0,DUE
MDM001212,2025-04-27,Sunday,1,SCH0288,S. Agro Works,Singh Group,Pulses / Dal,Pulses,25.3,2277.0,90.0,PAID
MDM002142,2025-04-27,Sunday,1,SCH0298,Kumar & Co.,Kumar Group,Rice,Chawal,23.0,920.0,40.0,PAID
MDM007674,2025-04-27,Sunday,1,SCH0302,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,29.9,2691.0,90.0,PAID
MDM009819,2025-04-27,Sunday,1,SCH0304,Kumar General Store,Kumar Group,Wheat,gehun,28.1,843.0,30.0,
MDM003091,2025-04-27,Sunday,1,SCH0347,Goyal Enterprises,Goyal Group,Wheat,Gehun,51.7,1551.0,30.0,
MDM001742,2025-04-27,Sunday,1,SCH0356,Singh Agro,Singh Group,Rice,RICE,51.6,2064.0,40.0,PAID
MDM007039,2025-04-27,Sunday,1,SCH0382,Singh Agro,Singh Group,Wheat,Gehun,48.2,1446.0,30.0,
MDM000808,2025-04-27,Sunday,1,SCH0398,S. Agro Works,Singh Group,Rice,Chawal,,1064.0,,
MDM001331,2025-04-27,Sunday,1,SCH0416,Singh Brothers,Singh Group,Rice,RICE,39.8,1592.0,40.0,PAID
MDM004060,2025-04-27,Sunday,1,SCH0431,S. Agro Works,Singh Group,Mustard Oil,Oil,26.9,3228.0,120.0,DUE
MDM010113,2025-04-27,Sunday,1,SCH0468,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,35.4,4248.0,120.0,PAID
MDM010425,2025-04-27,Sunday,1,SCH0470,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,48.7,4383.0,90.0,PENDING
MDM001911,2025-04-27,Sunday,1,SCH0526,Singh Brothers,Singh Group,Rice,Rice,18.0,,,DUE
MDM007554,2025-04-27,Sunday,1,SCH0542,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,33.0,990.0,30.0,PENDING
MDM008071,2025-04-27,Sunday,1,SCH0554,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,,2430.0,,
MDM006455,2025-04-27,Sunday,1,SCH0569,Kumar & Co.,Kumar Group,Rice,Rice,33.5,1340.0,40.0,PENDING
MDM003833,2025-04-27,Sunday,1,SCH0590,Kumar General Store,Kumar Group,Pulses / Dal,Lentils,57.6,5184.0,90.0,PENDING
MDM001241,2025-04-28,Monday,0,SCH0001,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,37.9,4548.0,120.0,DUE
MDM000253,2025-04-28,Monday,0,SCH0025,S. Agro Works,Singh Group,Rice,Rice,35.8,1432.0,40.0,PAID
MDM008761,2025-04-28,Monday,0,SCH0037,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,25.6,2304.0,90.0,PENDING
MDM006580,2025-04-28,Monday,0,SCH0057,Sharma Traders,Sharma Group,Pulses / Dal,Dal,,2844.0,,PENDING
MDM002367,2025-04-28,Monday,0,SCH0074,Goyal Enterprises,Goyal Group,Pulses / Dal,Lentils,32.3,2907.0,90.0,PAID
MDM010990,2025-04-28,Monday,0,SCH0080,Kumar & Co.,Kumar Group,Wheat,Wheat,13.1,393.0,30.0,
MDM008477,2025-04-28,Monday,0,SCH0097,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Dal,10.4,936.0,90.0,PENDING
MDM001252,2025-04-28,Monday,0,SCH0107,Sharma Traders,Sharma Group,Wheat,Wheat,24.1,,,DUE
MDM008931,2025-04-28,Monday,0,SCH0115,S. Agro Works,Singh Group,Rice,Rice,47.9,1916.0,40.0,PAID
MDM007369,2025-04-28,Monday,0,SCH0146,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,17.8,2136.0,120.0,PENDING
MDM010065,2025-04-28,Monday,0,SCH0158,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,58.6,7032.0,120.0,PAID
MDM005822,2025-04-28,Monday,0,SCH0181,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,10.6,1272.0,120.0,PAID
MDM006809,2025-04-28,Monday,0,SCH0187,Goyal Rice Mill,Goyal Group,Rice,chawal,27.1,1084.0,40.0,PENDING
MDM000945,2025-04-28,Monday,0,SCH0190,Kumar & Co.,Kumar Group,Rice,RICE,45.3,1812.0,40.0,PENDING
MDM004333,2025-04-28,Monday,0,SCH0207,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,12.3,1476.0,120.0,
MDM000499,2025-04-28,Monday,0,SCH0237,Kumar General Store,Kumar Group,Wheat,WHEAT,43.4,1302.0,30.0,DUE
MDM004361,2025-04-28,Monday,0,SCH0249,Sharma Traders,Sharma Group,Pulses / Dal,dal,41.8,3762.0,90.0,DUE
MDM006935,2025-04-28,Monday,0,SCH0251,Singh Brothers,Singh Group,Mustard Oil,Oil,28.9,3468.0,120.0,DUE
MDM011435,2025-04-28,Monday,0,SCH0262,Sharma Traders,Sharma Group,Pulses / Dal,Dal,21.8,,,PENDING
MDM004775,2025-04-28,Monday,0,SCH0309,Goyal Rice Mill,Goyal Group,Rice,Rice,,1748.0,,PENDING
MDM010789,2025-04-28,Monday,0,SCH0387,Kumar & Co.,Kumar Group,Rice,chawal,25.2,1008.0,40.0,PAID
MDM005558,2025-04-28,Monday,0,SCH0393,Singh Brothers,Singh Group,Wheat,Gehun,58.5,1755.0,30.0,
MDM002947,2025-04-28,Monday,0,SCH0423,Sharma & Sons,Sharma Group,Rice,chawal,56.0,2240.0,40.0,DUE
MDM003487,2025-04-28,Monday,0,SCH0427,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,26.9,3228.0,120.0,PAID
MDM003074,2025-04-28,Monday,0,SCH0445,Singh Brothers,Singh Group,Pulses / Dal,Lentils,48.9,4401.0,90.0,PAID
MDM007046,2025-04-28,Monday,0,SCH0447,Sharma Traders,Sharma Group,Mustard Oil,Oil,45.1,5412.0,120.0,
MDM006415,2025-04-28,Monday,0,SCH0476,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,,,,PENDING
MDM005601,2025-04-28,Monday,0,SCH0498,Goyal Rice Mill,Goyal Group,Rice,RICE,24.5,980.0,40.0,PENDING
MDM010107,2025-04-28,Monday,0,SCH0500,Kumar General Store,Kumar Group,Pulses / Dal,Daal,,3771.0,,DUE
MDM007294,2025-04-28,Monday,0,SCH0501,Goyal Rice Mill,Goyal Group,Wheat,gehun,53.6,,,DUE
MDM008970,2025-04-28,Monday,0,SCH0507,Goyal Rice Mill,Goyal Group,Wheat,Atta,19.1,573.0,30.0,PENDING
MDM007100,2025-04-28,Monday,0,SCH0523,Goyal Rice Mill,Goyal Group,Rice,Rice,14.7,588.0,40.0,PAID
MDM011005,2025-04-28,Monday,0,SCH0564,Sharma Traders,Sharma Group,Wheat,Atta,54.2,1626.0,30.0,DUE
MDM004463,2025-04-29,Tuesday,0,SCH0001,Kumar & Co.,Kumar Group,Rice,Chawal,20.9,836.0,40.0,PAID
MDM000646,2025-04-29,Tuesday,0,SCH0039,Sharma & Sons,Sharma Group,Mustard Oil,Oil,55.8,6696.0,120.0,PENDING
MDM010458,2025-04-29,Tuesday,0,SCH0047,S. Agro Works,Singh Group,Pulses / Dal,Pulses,19.8,1782.0,90.0,PAID
MDM006834,2025-04-29,Tuesday,0,SCH0053,S. Agro Works,Singh Group,Wheat,WHEAT,42.5,1275.0,30.0,
MDM006963,2025-04-29,Tuesday,0,SCH0061,Kumar & Co.,Kumar Group,Mustard Oil,Oil,35.6,4272.0,120.0,PAID
MDM003061,2025-04-29,Tuesday,0,SCH0083,Kumar & Co.,Kumar Group,Mustard Oil,Cooking Oil,25.2,3024.0,120.0,PENDING
MDM009732,2025-04-29,Tuesday,0,SCH0123,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,37.6,3384.0,90.0,PENDING
MDM000455,2025-04-29,Tuesday,0,SCH0129,Singh Brothers,Singh Group,Pulses / Dal,Lentils,31.5,2835.0,90.0,PENDING
MDM005875,2025-04-29,Tuesday,0,SCH0180,Goyal Rice Mill,Goyal Group,Rice,RICE,24.8,992.0,40.0,PAID
MDM000037,2025-04-29,Tuesday,0,SCH0190,Sharma Traders,Sharma Group,Pulses / Dal,Dal,12.9,1161.0,90.0,DUE
MDM004284,2025-04-29,Tuesday,0,SCH0201,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,,2988.0,,PENDING
MDM009722,2025-04-29,Tuesday,0,SCH0209,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,10.7,1284.0,120.0,PAID
MDM003576,2025-04-29,Tuesday,0,SCH0226,S. Agro Works,Singh Group,Pulses / Dal,Lentils,14.8,1332.0,90.0,
MDM001271,2025-04-29,Tuesday,0,SCH0235,Sharma & Sons,Sharma Group,Rice,RICE,,,,PENDING
MDM002838,2025-04-29,Tuesday,0,SCH0240,Kumar General Store,Kumar Group,Wheat,WHEAT,31.2,936.0,30.0,DUE
MDM010215,2025-04-29,Tuesday,0,SCH0269,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,49.3,5916.0,120.0,PAID
MDM003383,2025-04-29,Tuesday,0,SCH0298,Goyal Rice Mill,Goyal Group,Wheat,Gehun,32.9,987.0,30.0,PENDING
MDM006737,2025-04-29,Tuesday,0,SCH0301,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,27.4,2466.0,90.0,PAID
MDM000170,2025-04-29,Tuesday,0,SCH0303,Kumar General Store,Kumar Group,Rice,RICE,12.3,492.0,40.0,PENDING
MDM007267,2025-04-29,Tuesday,0,SCH0304,Kumar & Co.,Kumar Group,Rice,RICE,46.9,1876.0,40.0,PAID
MDM011119,2025-04-29,Tuesday,0,SCH0323,S. Agro Works,Singh Group,Rice,Rice,35.8,1432.0,40.0,PAID
MDM006565,2025-04-29,Tuesday,0,SCH0331,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,30.6,2754.0,90.0,PAID
MDM008237,2025-04-29,Tuesday,0,SCH0332,Sharma Traders,Sharma Group,Pulses / Dal,Dal,16.2,,,PENDING
MDM005625,2025-04-29,Tuesday,0,SCH0332,Kumar General Store,Kumar Group,Mustard Oil,Oil,17.2,2064.0,120.0,PAID
MDM007296,2025-04-29,Tuesday,0,SCH0339,Singh Brothers,Singh Group,Rice,chawal,,404.0,,
MDM007633,2025-04-29,Tuesday,0,SCH0393,Goyal Enterprises,Goyal Group,Pulses / Dal,Daal,55.0,4950.0,90.0,PAID
MDM010673,2025-04-29,Tuesday,0,SCH0406,Sharma Traders,Sharma Group,Rice,Rice,31.9,1276.0,40.0,PENDING
MDM003842,2025-04-29,Tuesday,0,SCH0447,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,dal,58.1,5229.0,90.0,DUE
MDM005640,2025-04-29,Tuesday,0,SCH0449,Goyal Enterprises,Goyal Group,Mustard Oil,Cooking Oil,52.6,,,PENDING
MDM007224,2025-04-29,Tuesday,0,SCH0485,Kumar & Co.,Kumar Group,Mustard Oil,Sarson Tel,20.9,2508.0,120.0,PAID
MDM010188,2025-04-29,Tuesday,0,SCH0495,S. Agro Works,Singh Group,Pulses / Dal,Daal,40.7,3663.0,90.0,PAID
MDM011325,2025-04-29,Tuesday,0,SCH0510,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,10.6,,,PENDING
MDM004075,2025-04-29,Tuesday,0,SCH0513,Goyal Rice Mill,Goyal Group,Rice,chawal,48.7,1948.0,40.0,PAID
MDM010351,2025-04-29,Tuesday,0,SCH0541,Singh Agro,Singh Group,Pulses / Dal,Pulses,52.2,4698.0,90.0,PENDING
MDM004480,2025-04-29,Tuesday,0,SCH0552,Sharma Traders,Sharma Group,Rice,RICE,40.5,1620.0,40.0,PAID
MDM011063,2025-04-29,Tuesday,0,SCH0563,Sharma & Sons,Sharma Group,Rice,Chawal,10.1,404.0,40.0,DUE
MDM002102,2025-04-29,Tuesday,0,SCH0564,Singh Agro,Singh Group,Rice,Chawal,16.8,,,PENDING
MDM004232,2025-04-29,Tuesday,0,SCH0584,Kumar & Co.,Kumar Group,Mustard Oil,Oil,31.5,3780.0,120.0,PENDING
MDM007265,2025-04-30,Wednesday,0,SCH0064,Singh Brothers,Singh Group,Wheat,Wheat,,513.0,,PAID
MDM005947,2025-04-30,Wednesday,0,SCH0068,Sharma Traders,Sharma Group,Rice,RICE,56.2,2248.0,40.0,PAID
MDM007280,2025-04-30,Wednesday,0,SCH0114,Kumar Supplies,Kumar Supplies Group,Wheat,gehun,,411.0,,DUE
MDM010322,2025-04-30,Wednesday,0,SCH0114,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,55.2,4968.0,90.0,PAID
MDM006139,2025-04-30,Wednesday,0,SCH0116,S. Agro Works,Singh Group,Mustard Oil,Mustard Oil,13.4,1608.0,120.0,PENDING
MDM010146,2025-04-30,Wednesday,0,SCH0134,Singh Agro,Singh Group,Wheat,gehun,20.2,606.0,30.0,PAID
MDM009016,2025-04-30,Wednesday,0,SCH0143,Singh Brothers,Singh Group,Mustard Oil,Oil,49.1,5892.0,120.0,PAID
MDM000450,2025-04-30,Wednesday,0,SCH0144,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,51.5,4635.0,90.0,
MDM011233,2025-04-30,Wednesday,0,SCH0190,Singh Agro,Singh Group,Wheat,WHEAT,,1275.0,,DUE
MDM011168,2025-04-30,Wednesday,0,SCH0224,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,,1524.0,,PAID
MDM003244,2025-04-30,Wednesday,0,SCH0258,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,38.6,4632.0,120.0,PAID
MDM007104,2025-04-30,Wednesday,0,SCH0297,Sharma Traders,Sharma Group,Rice,RICE,46.5,1860.0,40.0,
MDM007186,2025-04-30,Wednesday,0,SCH0300,Singh Brothers,Singh Group,Rice,chawal,45.2,1808.0,40.0,PAID
MDM001077,2025-04-30,Wednesday,0,SCH0332,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,11.3,1356.0,120.0,PENDING
MDM003468,2025-04-30,Wednesday,0,SCH0345,Sharma Traders,Sharma Group,Wheat,WHEAT,,564.0,,PAID
MDM005279,2025-04-30,Wednesday,0,SCH0354,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,38.1,4572.0,120.0,PENDING
MDM002215,2025-04-30,Wednesday,0,SCH0360,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,35.6,4272.0,120.0,PAID
MDM009628,2025-04-30,Wednesday,0,SCH0384,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,44.4,3996.0,90.0,PAID
MDM003169,2025-04-30,Wednesday,0,SCH0393,Singh Agro,Singh Group,Rice,RICE,,1376.0,,PAID
MDM000569,2025-04-30,Wednesday,0,SCH0399,Goyal Enterprises,Goyal Group,Rice,RICE,21.9,876.0,40.0,PAID
MDM005254,2025-04-30,Wednesday,0,SCH0408,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,57.4,6888.0,120.0,PAID
MDM002213,2025-04-30,Wednesday,0,SCH0422,Singh Agro,Singh Group,Wheat,WHEAT,37.7,1131.0,30.0,DUE
MDM003779,2025-04-30,Wednesday,0,SCH0480,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,34.9,3141.0,90.0,DUE
MDM001339,2025-04-30,Wednesday,0,SCH0482,Kumar & Co.,Kumar Group,Wheat,gehun,58.9,1767.0,30.0,PENDING
MDM007937,2025-04-30,Wednesday,0,SCH0509,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,33.7,3033.0,90.0,DUE
MDM006814,2025-04-30,Wednesday,0,SCH0540,S. Agro Works,Singh Group,Wheat,Atta,35.5,,,PENDING
MDM006132,2025-04-30,Wednesday,0,SCH0541,Singh Agro,Singh Group,Pulses / Dal,Dal,21.9,1971.0,90.0,PAID
MDM009730,2025-04-30,Wednesday,0,SCH0551,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,57.3,6876.0,120.0,PAID
MDM009212,2025-04-30,Wednesday,0,SCH0558,S. Agro Works,Singh Group,Wheat,WHEAT,32.2,966.0,30.0,DUE
MDM006128,2025-04-30,Wednesday,0,SCH0567,Goyal Enterprises,Goyal Group,Pulses / Dal,Daal,58.2,5238.0,90.0,PENDING
MDM004304,2025-04-30,Wednesday,0,SCH0594,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,53.4,4806.0,90.0,PAID
MDM000534,2025-05-01,Thursday,0,SCH0009,S. Agro Works,Singh Group,Rice,RICE,14.2,568.0,40.0,
MDM007124,2025-05-01,Thursday,0,SCH0011,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,24.0,2880.0,120.0,PAID
MDM004020,2025-05-01,Thursday,0,SCH0017,Kumar General Store,Kumar Group,Pulses / Dal,Lentils,,3996.0,,PAID
MDM004203,2025-05-01,Thursday,0,SCH0053,S. Agro Works,Singh Group,Mustard Oil,Cooking Oil,44.4,5328.0,120.0,PENDING
MDM000689,2025-05-01,Thursday,0,SCH0083,Singh Agro,Singh Group,Rice,Chawal,46.4,,,DUE
MDM004419,2025-05-01,Thursday,0,SCH0142,S. Agro Works,Singh Group,Pulses / Dal,dal,57.1,5139.0,90.0,
MDM000106,2025-05-01,Thursday,0,SCH0147,S. Agro Works,Singh Group,Pulses / Dal,Dal,32.8,2952.0,90.0,PENDING
MDM009172,2025-05-01,Thursday,0,SCH0149,Sharma & Sons,Sharma Group,Pulses / Dal,dal,14.2,,,PAID
MDM007599,2025-05-01,Thursday,0,SCH0158,Singh Brothers,Singh Group,Rice,Rice,,716.0,,PENDING
MDM001724,2025-05-01,Thursday,0,SCH0245,Goyal Enterprises,Goyal Group,Wheat,Gehun,10.8,324.0,30.0,DUE
MDM005399,2025-05-01,Thursday,0,SCH0260,Sharma & Sons,Sharma Group,Rice,Rice,10.5,420.0,40.0,PENDING
MDM001623,2025-05-01,Thursday,0,SCH0267,Singh Brothers,Singh Group,Rice,Chawal,33.4,1336.0,40.0,PAID
MDM006558,2025-05-01,Thursday,0,SCH0309,Sharma Traders,Sharma Group,Mustard Oil,Oil,54.1,6492.0,120.0,PAID
MDM003490,2025-05-01,Thursday,0,SCH0340,Sharma Traders,Sharma Group,Wheat,gehun,45.2,1356.0,30.0,PAID
MDM006115,2025-05-01,Thursday,0,SCH0352,Singh Brothers,Singh Group,Mustard Oil,Oil,45.4,5448.0,120.0,PAID
MDM000305,2025-05-01,Thursday,0,SCH0405,Singh Brothers,Singh Group,Rice,chawal,,712.0,,PAID
MDM001324,2025-05-01,Thursday,0,SCH0447,Kumar & Co.,Kumar Group,Rice,Chawal,57.4,2296.0,40.0,DUE
MDM011470,2025-05-01,Thursday,0,SCH0459,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,,3735.0,,PAID
MDM004787,2025-05-01,Thursday,0,SCH0474,Kumar General Store,Kumar Group,Wheat,Gehun,59.7,1791.0,30.0,PAID
MDM006098,2025-05-01,Thursday,0,SCH0534,Singh Agro,Singh Group,Rice,Chawal,21.3,852.0,40.0,DUE
MDM000151,2025-05-01,Thursday,0,SCH0548,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,31.5,2835.0,90.0,PAID
MDM011937,2025-05-01,Thursday,0,SCH0582,Singh Brothers,Singh Group,Rice,chawal,45.2,1808.0,40.0,PAID
MDM006204,2025-05-01,Thursday,0,SCH0583,Singh Brothers,Singh Group,Wheat,gehun,40.1,1203.0,30.0,
MDM009313,2025-05-02,Friday,0,SCH0014,Kumar General Store,Kumar Group,Rice,chawal,32.3,1292.0,40.0,
MDM002863,2025-05-02,Friday,0,SCH0022,Goyal Enterprises,Goyal Group,Mustard Oil,Sarson Tel,14.3,1716.0,120.0,PENDING
MDM000657,2025-05-02,Friday,0,SCH0023,S. Agro Works,Singh Group,Rice,Rice,56.0,2240.0,40.0,PENDING
MDM010045,2025-05-02,Friday,0,SCH0062,Sharma & Sons,Sharma Group,Wheat,Atta,50.7,1521.0,30.0,PENDING
MDM002866,2025-05-02,Friday,0,SCH0084,Kumar & Co.,Kumar Group,Wheat,Gehun,37.2,1116.0,30.0,DUE
MDM003021,2025-05-02,Friday,0,SCH0103,Goyal Enterprises,Goyal Group,Mustard Oil,Cooking Oil,45.2,5424.0,120.0,PENDING
MDM007502,2025-05-02,Friday,0,SCH0136,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,48.1,4329.0,90.0,PENDING
MDM007141,2025-05-02,Friday,0,SCH0159,Sharma Traders,Sharma Group,Mustard Oil,Oil,45.2,5424.0,120.0,
MDM011665,2025-05-02,Friday,0,SCH0204,Kumar & Co.,Kumar Group,Pulses / Dal,Pulses,49.3,4437.0,90.0,DUE
MDM000318,2025-05-02,Friday,0,SCH0217,S. Agro Works,Singh Group,Rice,Rice,46.8,1872.0,40.0,
MDM003907,2025-05-02,Friday,0,SCH0220,Goyal Rice Mill,Goyal Group,Rice,Rice,25.9,1036.0,40.0,PENDING
MDM008206,2025-05-02,Friday,0,SCH0242,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Sarson Tel,59.8,7176.0,120.0,PENDING
MDM011765,2025-05-02,Friday,0,SCH0297,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,32.1,2889.0,90.0,PAID
