record_id,attendance_date,day_of_week,school_id,grade,total_students,present_students,attendance_rate_raw,attendance_rate_capped,teacher_present,marked_by,is_sunday,is_proxy_attendance,is_attendance_overflow,quality_status
ATT0003553,2025-06-14,Saturday,SCH0420,5,65,58,0.8923,0.8923,1.0,Clerk,0,0,0,VALID
ATT0014270,2025-06-14,Saturday,SCH0424,3,55,36,0.6545,0.6545,0.0,Clerk,0,0,0,VALID
ATT0009519,2025-06-14,Saturday,SCH0426,8,118,104,0.8814,0.8814,1.0,Admin,0,0,0,VALID
ATT0019961,2025-06-14,Saturday,SCH0428,5,265,190,0.717,0.717,1.0,Headmaster,0,0,0,VALID
ATT0014467,2025-06-14,Saturday,SCH0431,1,300,192,0.64,0.64,1.0,Clerk,0,0,0,VALID
ATT_GEN_000128,2025-06-14,Saturday,SCH0434,5,106,91,0.8585,0.8585,0.0,Admin,0,0,0,VALID
ATT0004673,2025-06-14,Saturday,SCH0463,5,90,63,0.7,0.7,,Headmaster,0,0,0,VALID
ATT0011636,2025-06-14,Saturday,SCH0472,3,250,216,0.864,0.864,,,0,0,0,VALID
ATT0007188,2025-06-14,Saturday,SCH0476,8,47,28,0.5957,0.5957,1.0,Class Teacher,0,0,0,VALID
ATT0005221,2025-06-14,Saturday,SCH0487,6,163,155,0.9509,0.9509,0.0,,0,0,0,VALID
ATT0000718,2025-06-14,Saturday,SCH0502,5,121,111,0.9174,0.9174,1.0,Headmaster,0,0,0,VALID
ATT0017794,2025-06-14,Saturday,SCH0526,6,129,90,0.6977,0.6977,1.0,Admin,0,0,0,VALID
ATT0006409,2025-06-14,Saturday,SCH0536,7,72,49,0.6806,0.6806,0.0,Clerk,0,0,0,VALID
ATT0002119,2025-06-14,Saturday,SCH0569,9,48,29,0.6042,0.6042,1.0,Admin,0,0,0,VALID
ATT0017371,2025-06-14,Saturday,SCH0583,8,155,170,1.0968,1.0,1.0,Headmaster,0,0,1,INVALID_OVERFLOW
ATT0004913,2025-06-14,Saturday,SCH0595,9,96,80,0.8333,0.8333,1.0,Clerk,0,0,0,VALID
ATT0017218,2025-06-14,Saturday,SCH0598,3,74,46,0.6216,0.6216,,Headmaster,0,0,0,VALID
ATT0001267,2025-06-15,Sunday,SCH0003,7,223,240,1.0762,1.0,1.0,Admin,1,0,1,INVALID_OVERFLOW
ATT0006317,2025-06-15,Sunday,SCH0004,5,180,180,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0008751,2025-06-15,Sunday,SCH0019,7,207,207,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0001158,2025-06-15,Sunday,SCH0026,2,288,288,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0013761,2025-06-15,Sunday,SCH0031,1,276,267,0.9674,0.9674,0.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0010325,2025-06-15,Sunday,SCH0057,3,114,114,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0002688,2025-06-15,Sunday,SCH0061,10,260,260,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0012676,2025-06-15,Sunday,SCH0073,5,80,73,0.9125,0.9125,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0008703,2025-06-15,Sunday,SCH0075,1,238,238,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0012349,2025-06-15,Sunday,SCH0096,8,47,31,0.6596,0.6596,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0001755,2025-06-15,Sunday,SCH0099,4,275,275,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0005037,2025-06-15,Sunday,SCH0116,2,136,136,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0019751,2025-06-15,Sunday,SCH0130,6,117,117,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0004155,2025-06-15,Sunday,SCH0140,10,97,74,0.7629,0.7629,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0008466,2025-06-15,Sunday,SCH0143,7,91,75,0.8242,0.8242,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0003586,2025-06-15,Sunday,SCH0163,1,113,108,0.9558,0.9558,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0015251,2025-06-15,Sunday,SCH0170,5,194,170,0.8763,0.8763,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0019074,2025-06-15,Sunday,SCH0179,9,220,220,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0000155,2025-06-15,Sunday,SCH0179,8,256,256,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0003401,2025-06-15,Sunday,SCH0181,9,136,136,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0000102,2025-06-15,Sunday,SCH0187,2,95,95,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0005727,2025-06-15,Sunday,SCH0210,4,248,216,0.871,0.871,0.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0014175,2025-06-15,Sunday,SCH0213,4,196,185,0.9439,0.9439,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0000901,2025-06-15,Sunday,SCH0228,2,226,167,0.7389,0.7389,1.0,Admin,1,0,0,SUSPICIOUS_SUNDAY
ATT0002808,2025-06-15,Sunday,SCH0232,5,260,172,0.6615,0.6615,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0001976,2025-06-15,Sunday,SCH0250,3,74,65,0.8784,0.8784,1.0,Admin,1,0,0,SUSPICIOUS_SUNDAY
ATT0016536,2025-06-15,Sunday,SCH0276,8,246,246,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0014785,2025-06-15,Sunday,SCH0295,1,269,269,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0019019,2025-06-15,Sunday,SCH0298,10,53,53,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0015654,2025-06-15,Sunday,SCH0306,1,115,115,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0004198,2025-06-15,Sunday,SCH0330,3,132,85,0.6439,0.6439,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0009845,2025-06-15,Sunday,SCH0346,3,265,251,0.9472,0.9472,1.0,,1,0,0,SUSPICIOUS_SUNDAY
ATT0013392,2025-06-15,Sunday,SCH0358,8,60,60,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0019053,2025-06-15,Sunday,SCH0359,2,107,90,0.8411,0.8411,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0008872,2025-06-15,Sunday,SCH0363,2,217,217,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0017021,2025-06-15,Sunday,SCH0373,9,173,156,0.9017,0.9017,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT0012998,2025-06-15,Sunday,SCH0373,2,270,270,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0008068,2025-06-15,Sunday,SCH0385,10,277,187,0.6751,0.6751,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0002288,2025-06-15,Sunday,SCH0395,9,167,130,0.7784,0.7784,1.0,Clerk,1,0,0,SUSPICIOUS_SUNDAY
ATT_GEN_000216,2025-06-15,Sunday,SCH0395,4,89,89,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0016635,2025-06-15,Sunday,SCH0415,6,207,207,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0005307,2025-06-15,Sunday,SCH0417,4,278,167,0.6007,0.6007,1.0,Admin,1,0,0,SUSPICIOUS_SUNDAY
ATT0012568,2025-06-15,Sunday,SCH0419,4,161,161,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0003068,2025-06-15,Sunday,SCH0433,7,186,186,1.0,1.0,1.0,,1,1,0,SUSPICIOUS_PROXY
ATT0018096,2025-06-15,Sunday,SCH0458,3,295,295,1.0,1.0,1.0,Class Teacher,1,1,0,SUSPICIOUS_PROXY
ATT0014517,2025-06-15,Sunday,SCH0529,2,91,91,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0013800,2025-06-15,Sunday,SCH0549,3,226,214,0.9469,0.9469,1.0,Headmaster,1,0,0,SUSPICIOUS_SUNDAY
ATT0015820,2025-06-15,Sunday,SCH0550,4,279,279,1.0,1.0,1.0,Admin,1,1,0,SUSPICIOUS_PROXY
ATT0017439,2025-06-15,Sunday,SCH0573,3,57,51,0.8947,0.8947,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0016405,2025-06-15,Sunday,SCH0579,6,267,284,1.0637,1.0,1.0,Headmaster,1,0,1,INVALID_OVERFLOW
ATT0010951,2025-06-15,Sunday,SCH0587,9,188,183,0.9734,0.9734,1.0,Class Teacher,1,0,0,SUSPICIOUS_SUNDAY
ATT0014290,2025-06-15,Sunday,SCH0587,9,279,279,1.0,1.0,1.0,Headmaster,1,1,0,SUSPICIOUS_PROXY
ATT0016598,2025-06-16,Monday,SCH0007,1,57,43,0.7544,0.7544,1.0,Admin,0,0,0,VALID
ATT0002998,2025-06-16,Monday,SCH0011,6,267,259,0.97,0.97,1.0,Headmaster,0,0,0,VALID
ATT0015346,2025-06-16,Monday,SCH0014,10,112,96,0.8571,0.8571,1.0,,0,0,0,VALID
ATT0015894,2025-06-16,Monday,SCH0034,2,70,55,0.7857,0.7857,1.0,,0,0,0,VALID
ATT0011988,2025-06-16,Monday,SCH0080,4,168,111,0.6607,0.6607,1.0,Admin,0,0,0,VALID
ATT0007738,2025-06-16,Monday,SCH0099,3,136,119,0.875,0.875,1.0,Headmaster,0,0,0,VALID
ATT0015968,2025-06-16,Monday,SCH0107,3,298,184,0.6174,0.6174,0.0,Headmaster,0,0,0,VALID
ATT0011455,2025-06-16,Monday,SCH0111,5,128,148,1.1562,1.0,0.0,Class Teacher,0,0,1,INVALID_OVERFLOW
ATT0003099,2025-06-16,Monday,SCH0138,5,152,92,0.6053,0.6053,1.0,Headmaster,0,0,0,VALID
ATT0003198,2025-06-16,Monday,SCH0142,1,129,79,0.6124,0.6124,1.0,Class Teacher,0,0,0,VALID
ATT0004199,2025-06-16,Monday,SCH0150,4,125,98,0.784,0.784,1.0,Headmaster,0,0,0,VALID
ATT0018479,2025-06-16,Monday,SCH0156,3,200,163,0.815,0.815,1.0,Admin,0,0,0,VALID
ATT0014503,2025-06-16,Monday,SCH0160,10,300,237,0.79,0.79,1.0,Class Teacher,0,0,0,VALID
ATT0011371,2025-06-16,Monday,SCH0173,2,300,241,0.8033,0.8033,1.0,Admin,0,0,0,VALID
ATT0000789,2025-06-16,Monday,SCH0177,1,184,164,0.8913,0.8913,,Headmaster,0,0,0,VALID
ATT0007584,2025-06-16,Monday,SCH0180,5,200,141,0.705,0.705,0.0,,0,0,0,VALID
ATT0000686,2025-06-16,Monday,SCH0181,4,212,143,0.6745,0.6745,1.0,Class Teacher,0,0,0,VALID
ATT0001273,2025-06-16,Monday,SCH0185,7,136,114,0.8382,0.8382,1.0,Headmaster,0,0,0,VALID
ATT0019221,2025-06-16,Monday,SCH0191,9,106,81,0.7642,0.7642,0.0,Headmaster,0,0,0,VALID
ATT0010101,2025-06-16,Monday,SCH0201,1,63,48,0.7619,0.7619,0.0,Headmaster,0,0,0,VALID
ATT0011585,2025-06-16,Monday,SCH0220,3,174,163,0.9368,0.9368,1.0,Headmaster,0,0,0,VALID
ATT0000351,2025-06-16,Monday,SCH0221,2,235,183,0.7787,0.7787,0.0,Class Teacher,0,0,0,VALID
ATT0017876,2025-06-16,Monday,SCH0263,2,72,43,0.5972,0.5972,1.0,Clerk,0,0,0,VALID
ATT0013616,2025-06-16,Monday,SCH0287,1,210,147,0.7,0.7,1.0,Admin,0,0,0,VALID
ATT0012799,2025-06-16,Monday,SCH0288,3,154,143,0.9286,0.9286,,Admin,0,0,0,VALID
ATT0004823,2025-06-16,Monday,SCH0299,1,195,176,0.9026,0.9026,1.0,Headmaster,0,0,0,VALID
ATT0012802,2025-06-16,Monday,SCH0300,7,171,122,0.7135,0.7135,1.0,Headmaster,0,0,0,VALID
ATT0004004,2025-06-16,Monday,SCH0333,9,178,120,0.6742,0.6742,0.0,Headmaster,0,0,0,VALID
ATT0017620,2025-06-16,Monday,SCH0335,8,169,104,0.6154,0.6154,1.0,Admin,0,0,0,VALID
ATT0009538,2025-06-16,Monday,SCH0337,2,49,35,0.7143,0.7143,1.0,Headmaster,0,0,0,VALID
ATT0008576,2025-06-16,Monday,SCH0344,5,121,91,0.7521,0.7521,1.0,Headmaster,0,0,0,VALID
ATT0008340,2025-06-16,Monday,SCH0382,4,265,246,0.9283,0.9283,1.0,,0,0,0,VALID
ATT0004263,2025-06-16,Monday,SCH0383,7,63,51,0.8095,0.8095,1.0,Headmaster,0,0,0,VALID
ATT0000685,2025-06-16,Monday,SCH0425,7,227,137,0.6035,0.6035,1.0,Admin,0,0,0,VALID
ATT0017942,2025-06-16,Monday,SCH0439,1,51,42,0.8235,0.8235,1.0,Admin,0,0,0,VALID
ATT0019743,2025-06-16,Monday,SCH0443,7,57,48,0.8421,0.8421,,Headmaster,0,0,0,VALID
ATT0013887,2025-06-16,Monday,SCH0444,3,194,183,0.9433,0.9433,1.0,Headmaster,0,0,0,VALID
ATT0012913,2025-06-16,Monday,SCH0465,4,295,251,0.8508,0.8508,1.0,Headmaster,0,0,0,VALID
ATT0019177,2025-06-16,Monday,SCH0477,5,109,87,0.7982,0.7982,0.0,Headmaster,0,0,0,VALID
ATT0005987,2025-06-16,Monday,SCH0481,5,74,57,0.7703,0.7703,1.0,Admin,0,0,0,VALID
ATT0006303,2025-06-16,Monday,SCH0485,5,165,104,0.6303,0.6303,1.0,Admin,0,0,0,VALID
ATT0017034,2025-06-16,Monday,SCH0491,4,287,215,0.7491,0.7491,0.0,Headmaster,0,0,0,VALID
ATT0012353,2025-06-16,Monday,SCH0498,3,186,114,0.6129,0.6129,1.0,,0,0,0,VALID
ATT0015244,2025-06-16,Monday,SCH0512,2,171,129,0.7544,0.7544,1.0,Admin,0,0,0,VALID
ATT0016608,2025-06-16,Monday,SCH0539,4,270,163,0.6037,0.6037,1.0,Headmaster,0,0,0,VALID
ATT0007125,2025-06-16,Monday,SCH0545,5,107,78,0.729,0.729,1.0,Clerk,0,0,0,VALID
ATT0018942,2025-06-16,Monday,SCH0548,10,291,185,0.6357,0.6357,0.0,Headmaster,0,0,0,VALID
ATT0003811,2025-06-16,Monday,SCH0548,4,112,96,0.8571,0.8571,1.0,Headmaster,0,0,0,VALID
ATT0013245,2025-06-16,Monday,SCH0560,1,250,190,0.76,0.76,1.0,Headmaster,0,0,0,VALID
ATT0005966,2025-06-16,Monday,SCH0567,7,287,214,0.7456,0.7456,1.0,Headmaster,0,0,0,VALID
ATT0007580,2025-06-16,Monday,SCH0576,3,253,163,0.6443,0.6443,1.0,,0,0,0,VALID
ATT0012647,2025-06-16,Monday,SCH0579,10,225,137,0.6089,0.6089,1.0,Headmaster,0,0,0,VALID
ATT0006355,2025-06-16,Monday,SCH0584,10,272,197,0.7243,0.7243,1.0,Clerk,0,0,0,VALID
ATT0002031,2025-06-16,Monday,SCH0589,8,267,198,0.7416,0.7416,1.0,Headmaster,0,0,0,VALID
ATT0012285,2025-06-17,Tuesday,SCH0002,4,44,38,0.8636,0.8636,1.0,Admin,0,0,0,VALID
ATT0014277,2025-06-17,Tuesday,SCH0050,6,260,218,0.8385,0.8385,0.0,Class Teacher,0,0,0,VALID
ATT0011289,2025-06-17,Tuesday,SCH0068,10,296,251,0.848,0.848,1.0,Clerk,0,0,0,VALID
ATT_GEN_000008,2025-06-17,Tuesday,SCH0084,2,66,54,0.8182,0.8182,1.0,,0,0,0,VALID
ATT_GEN_000355,2025-06-17,Tuesday,SCH0084,4,150,101,0.6733,0.6733,0.0,Headmaster,0,0,0,VALID
ATT0015917,2025-06-17,Tuesday,SCH0089,10,280,253,0.9036,0.9036,1.0,Class Teacher,0,0,0,VALID
ATT0013901,2025-06-17,Tuesday,SCH0108,5,130,111,0.8538,0.8538,1.0,Class Teacher,0,0,0,VALID
ATT0007748,2025-06-17,Tuesday,SCH0110,3,119,91,0.7647,0.7647,1.0,Headmaster,0,0,0,VALID
ATT0007386,2025-06-17,Tuesday,SCH0113,4,101,94,0.9307,0.9307,0.0,Clerk,0,0,0,VALID
ATT0007841,2025-06-17,Tuesday,SCH0122,9,81,58,0.716,0.716,1.0,Admin,0,0,0,VALID
ATT0009924,2025-06-17,Tuesday,SCH0124,5,50,46,0.92,0.92,1.0,Class Teacher,0,0,0,VALID
ATT0019470,2025-06-17,Tuesday,SCH0139,5,181,159,0.8785,0.8785,1.0,Headmaster,0,0,0,VALID
ATT0009503,2025-06-17,Tuesday,SCH0141,5,205,198,0.9659,0.9659,,Class Teacher,0,0,0,VALID
ATT0005848,2025-06-17,Tuesday,SCH0159,8,186,161,0.8656,0.8656,1.0,,0,0,0,VALID
ATT0012131,2025-06-17,Tuesday,SCH0182,4,132,98,0.7424,0.7424,1.0,Class Teacher,0,0,0,VALID
ATT0010123,2025-06-17,Tuesday,SCH0183,8,280,241,0.8607,0.8607,1.0,Class Teacher,0,0,0,VALID
ATT0002452,2025-06-17,Tuesday,SCH0193,5,54,43,0.7963,0.7963,1.0,Clerk,0,0,0,VALID
ATT0014871,2025-06-17,Tuesday,SCH0195,2,93,68,0.7312,0.7312,1.0,Class Teacher,0,0,0,VALID
ATT0001513,2025-06-17,Tuesday,SCH0198,5,218,211,0.9679,0.9679,,Class Teacher,0,0,0,VALID
ATT0014890,2025-06-17,Tuesday,SCH0204,8,250,155,0.62,0.62,1.0,Clerk,0,0,0,VALID
ATT0001658,2025-06-17,Tuesday,SCH0225,9,205,198,0.9659,0.9659,1.0,Headmaster,0,0,0,VALID
ATT0010027,2025-06-17,Tuesday,SCH0229,1,143,135,0.9441,0.9441,0.0,Admin,0,0,0,VALID
ATT_GEN_000295,2025-06-17,Tuesday,SCH0235,8,288,187,0.6493,0.6493,1.0,,0,0,0,VALID
ATT0002915,2025-06-17,Tuesday,SCH0235,2,169,113,0.6686,0.6686,1.0,Headmaster,0,0,0,VALID
ATT0001409,2025-06-17,Tuesday,SCH0242,1,280,182,0.65,0.65,1.0,,0,0,0,VALID
ATT0007031,2025-06-17,Tuesday,SCH0264,1,52,48,0.9231,0.9231,0.0,Clerk,0,0,0,VALID
ATT0018300,2025-06-17,Tuesday,SCH0267,5,234,152,0.6496,0.6496,1.0,,0,0,0,VALID
ATT0016717,2025-06-17,Tuesday,SCH0280,2,244,227,0.9303,0.9303,1.0,,0,0,0,VALID
ATT0012664,2025-06-17,Tuesday,SCH0285,6,120,117,0.975,0.975,1.0,Clerk,0,0,0,VALID
ATT0013413,2025-06-17,Tuesday,SCH0287,4,180,153,0.85,0.85,,Admin,0,0,0,VALID
ATT0009517,2025-06-17,Tuesday,SCH0298,10,266,174,0.6541,0.6541,1.0,Clerk,0,0,0,VALID
ATT0011290,2025-06-17,Tuesday,SCH0304,3,147,157,1.068,1.0,,,0,0,1,INVALID_OVERFLOW
ATT0011275,2025-06-17,Tuesday,SCH0310,4,68,49,0.7206,0.7206,1.0,Clerk,0,0,0,VALID
ATT0011048,2025-06-17,Tuesday,SCH0311,2,295,205,0.6949,0.6949,1.0,,0,0,0,VALID
ATT0006507,2025-06-17,Tuesday,SCH0313,4,152,94,0.6184,0.6184,1.0,Class Teacher,0,0,0,VALID
ATT0010862,2025-06-17,Tuesday,SCH0319,3,202,149,0.7376,0.7376,1.0,Headmaster,0,0,0,VALID
ATT0000494,2025-06-17,Tuesday,SCH0332,8,204,175,0.8578,0.8578,1.0,Clerk,0,0,0,VALID
ATT0012952,2025-06-17,Tuesday,SCH0337,2,231,184,0.7965,0.7965,1.0,Headmaster,0,0,0,VALID
ATT0006860,2025-06-17,Tuesday,SCH0347,4,294,269,0.915,0.915,0.0,Admin,0,0,0,VALID
ATT0000583,2025-06-17,Tuesday,SCH0366,5,77,51,0.6623,0.6623,1.0,Headmaster,0,0,0,VALID
ATT0010333,2025-06-17,Tuesday,SCH0405,8,273,226,0.8278,0.8278,1.0,Admin,0,0,0,VALID
ATT0008539,2025-06-17,Tuesday,SCH0416,5,76,53,0.6974,0.6974,0.0,,0,0,0,VALID
ATT0001400,2025-06-17,Tuesday,SCH0426,2,105,72,0.6857,0.6857,1.0,Class Teacher,0,0,0,VALID
ATT0014044,2025-06-17,Tuesday,SCH0435,3,173,167,0.9653,0.9653,1.0,Headmaster,0,0,0,VALID
ATT0016858,2025-06-17,Tuesday,SCH0447,4,128,80,0.625,0.625,1.0,,0,0,0,VALID
ATT0007698,2025-06-17,Tuesday,SCH0473,7,221,139,0.629,0.629,1.0,Headmaster,0,0,0,VALID
ATT0016957,2025-06-17,Tuesday,SCH0479,5,79,57,0.7215,0.7215,1.0,Headmaster,0,0,0,VALID
ATT0001019,2025-06-17,Tuesday,SCH0481,10,295,180,0.6102,0.6102,0.0,Headmaster,0,0,0,VALID
ATT0003093,2025-06-17,Tuesday,SCH0487,1,164,101,0.6159,0.6159,1.0,Headmaster,0,0,0,VALID
ATT0009788,2025-06-17,Tuesday,SCH0493,4,167,146,0.8743,0.8743,1.0,Headmaster,0,0,0,VALID
ATT0000139,2025-06-17,Tuesday,SCH0511,5,265,164,0.6189,0.6189,1.0,Admin,0,0,0,VALID
ATT0000848,2025-06-17,Tuesday,SCH0519,1,187,147,0.7861,0.7861,1.0,,0,0,0,VALID
ATT0006476,2025-06-17,Tuesday,SCH0523,5,165,138,0.8364,0.8364,1.0,Admin,0,0,0,VALID
ATT0006094,2025-06-17,Tuesday,SCH0524,1,101,96,0.9505,0.9505,0.0,Class Teacher,0,0,0,VALID
ATT0015962,2025-06-17,Tuesday,SCH0533,5,216,131,0.6065,0.6065,,Headmaster,0,0,0,VALID
ATT0014822,2025-06-17,Tuesday,SCH0533,2,161,141,0.8758,0.8758,1.0,Headmaster,0,0,0,VALID
ATT0010014,2025-06-17,Tuesday,SCH0536,8,292,197,0.6747,0.6747,1.0,Admin,0,0,0,VALID
ATT0011714,2025-06-17,Tuesday,SCH0545,1,48,32,0.6667,0.6667,1.0,Clerk,0,0,0,VALID
ATT0008416,2025-06-17,Tuesday,SCH0562,5,299,186,0.6221,0.6221,1.0,Admin,0,0,0,VALID
ATT0017553,2025-06-17,Tuesday,SCH0566,5,155,93,0.6,0.6,1.0,Headmaster,0,0,0,VALID
ATT0010259,2025-06-17,Tuesday,SCH0570,2,99,80,0.8081,0.8081,1.0,Admin,0,0,0,VALID
ATT0002111,2025-06-17,Tuesday,SCH0573,2,78,89,1.141,1.0,1.0,Headmaster,0,0,1,INVALID_OVERFLOW
ATT0019683,2025-06-17,Tuesday,SCH0590,1,247,179,0.7247,0.7247,1.0,Headmaster,0,0,0,VALID
ATT0004786,2025-06-17,Tuesday,SCH0600,5,100,62,0.62,0.62,1.0,Class Teacher,0,0,0,VALID
ATT0017570,2025-06-18,Wednesday,SCH0005,9,76,51,0.6711,0.6711,1.0,Headmaster,0,0,0,VALID
ATT0012488,2025-06-18,Wednesday,SCH0033,3,135,149,1.1037,1.0,1.0,Headmaster,0,0,1,INVALID_OVERFLOW
ATT0013268,2025-06-18,Wednesday,SCH0040,2,119,100,0.8403,0.8403,1.0,Headmaster,0,0,0,VALID
ATT0001286,2025-06-18,Wednesday,SCH0043,4,181,176,0.9724,0.9724,0.0,Clerk,0,0,0,VALID
ATT0001911,2025-06-18,Wednesday,SCH0051,4,283,270,0.9541,0.9541,,Clerk,0,0,0,VALID
ATT0001108,2025-06-18,Wednesday,SCH0053,6,240,160,0.6667,0.6667,1.0,Class Teacher,0,0,0,VALID
ATT0019709,2025-06-18,Wednesday,SCH0059,1,59,51,0.8644,0.8644,1.0,Admin,0,0,0,VALID
ATT0006155,2025-06-18,Wednesday,SCH0066,2,174,120,0.6897,0.6897,1.0,Clerk,0,0,0,VALID
ATT0017800,2025-06-18,Wednesday,SCH0067,1,62,37,0.5968,0.5968,,Headmaster,0,0,0,VALID
ATT0013684,2025-06-18,Wednesday,SCH0094,5,106,84,0.7925,0.7925,1.0,Class Teacher,0,0,0,VALID
ATT0015007,2025-06-18,Wednesday,SCH0095,4,109,86,0.789,0.789,1.0,Headmaster,0,0,0,VALID
ATT0017192,2025-06-18,Wednesday,SCH0100,2,84,76,0.9048,0.9048,0.0,Admin,0,0,0,VALID
ATT0008623,2025-06-18,Wednesday,SCH0101,8,221,134,0.6063,0.6063,1.0,Class Teacher,0,0,0,VALID
ATT0001993,2025-06-18,Wednesday,SCH0106,8,158,94,0.5949,0.5949,0.0,Clerk,0,0,0,VALID
ATT0003100,2025-06-18,Wednesday,SCH0114,5,150,115,0.7667,0.7667,1.0,Headmaster,0,0,0,VALID
ATT0015322,2025-06-18,Wednesday,SCH0131,3,151,118,0.7815,0.7815,1.0,Headmaster,0,0,0,VALID
ATT_GEN_000153,2025-06-18,Wednesday,SCH0135,5,113,94,0.8319,0.8319,1.0,Headmaster,0,0,0,VALID
ATT0004072,2025-06-18,Wednesday,SCH0174,4,246,181,0.7358,0.7358,1.0,Class Teacher,0,0,0,VALID
ATT0011892,2025-06-18,Wednesday,SCH0182,8,275,251,0.9127,0.9127,0.0,Clerk,0,0,0,VALID
ATT0012162,2025-06-18,Wednesday,SCH0191,7,283,200,0.7067,0.7067,0.0,Admin,0,0,0,VALID
ATT0019214,2025-06-18,Wednesday,SCH0192,2,78,64,0.8205,0.8205,0.0,Headmaster,0,0,0,VALID
ATT0014591,2025-06-18,Wednesday,SCH0197,10,243,182,0.749,0.749,0.0,,0,0,0,VALID
ATT0015846,2025-06-18,Wednesday,SCH0214,1,232,140,0.6034,0.6034,1.0,Headmaster,0,0,0,VALID
ATT0011504,2025-06-18,Wednesday,SCH0217,5,258,252,0.9767,0.9767,0.0,Headmaster,0,0,0,VALID
ATT0017267,2025-06-18,Wednesday,SCH0221,3,94,78,0.8298,0.8298,1.0,Headmaster,0,0,0,VALID
ATT0014447,2025-06-18,Wednesday,SCH0228,10,233,140,0.6009,0.6009,1.0,Clerk,0,0,0,VALID
ATT0002847,2025-06-18,Wednesday,SCH0240,3,264,181,0.6856,0.6856,1.0,Class Teacher,0,0,0,VALID
ATT0015490,2025-06-18,Wednesday,SCH0265,4,292,280,0.9589,0.9589,1.0,Headmaster,0,0,0,VALID
ATT0007530,2025-06-18,Wednesday,SCH0266,1,192,129,0.6719,0.6719,1.0,Headmaster,0,0,0,VALID
ATT0013029,2025-06-18,Wednesday,SCH0269,8,294,251,0.8537,0.8537,1.0,Class Teacher,0,0,0,VALID
ATT0001723,2025-06-18,Wednesday,SCH0283,8,182,178,0.978,0.978,1.0,Clerk,0,0,0,VALID
ATT0017497,2025-06-18,Wednesday,SCH0292,8,53,47,0.8868,0.8868,1.0,,0,0,0,VALID
ATT0016582,2025-06-18,Wednesday,SCH0307,10,124,107,0.8629,0.8629,0.0,Admin,0,0,0,VALID
ATT0000781,2025-06-18,Wednesday,SCH0315,10,282,274,0.9716,0.9716,1.0,Class Teacher,0,0,0,VALID
ATT0006424,2025-06-18,Wednesday,SCH0317,7,270,228,0.8444,0.8444,1.0,Admin,0,0,0,VALID
